0.01,0.007
0.02,0.013
0.03,0.019
0.04,0.026
0.05,0.031
0.06,0.037
0.07,0.044
0.08,0.05
0.09,0.056
0.1,0.064
0.11,0.071
0.12,0.077
0.13,0.083
0.14,0.09
0.15,0.093
0.16,0.099
0.17,0.106
0.18,0.111
0.19,0.118
