5.35,5.25,5.19,5.43,5.28
5.22,5.31,5.19,5.06,5.22
7.78,7.71,7.91,7.97,7.75
7.69,7.72,7.88,7.56,7.59
3.78,3.81,3.78,3.75,3.81
