2,7.98
3.82,7.22
5.81,6.39
6.06,6.27
8.16,5.53
10.06,5.02
12.12,4.46
14.29,4.02
15.28,3.7
17.01,3.23
18.72,3.05
20.09,2.88
22.09,2.61
24.19,2.26
26.37,2.03
