2.8,8.9
59.88,6.65
8.48,8.6
56.62,6.71
11.05,8.47
32.64,7.54
49.24,6.95
6.33,8.62
15.31,8.24
21.27,8.04
39.52,7.3
24.84,7.88
37.87,7.39
27.33,7.8
45.21,7.13
17.27,8.19
30.43,7.65
55.08,6.74
35.12,7.49
41.86,7.26
