9.5,0.03
18.8,0.09
27.4,0.19
36.1,0.32
41.1,0.41
54.4,0.45
64.1,0.49
74.8,0.48
83.9,0.53
93.6,0.56
103.6,0.55
113.8,0.62
123.6,0.67
133.4,0.76
142.9,0.87
152.7,0.98
162.4,1.09
172.2,1.21
188.1,1.34
192.2,1.48
